stt,ngay,nguoi_hoi,nguoi_ghi,ten_vai,kenh,s1_dung_tutor,p1_1_khi_nao,p1_2_viec,p1_3_da_lam,p1_4_phut,p1_5_kho_chiu,p1_6_hoi_le,p1_6_so_cau,p1_6_cau_go,p1_7_ket_qua,p1_8_cach_khac,p1_9_xac_nhan,p3_1_khi_nao,p3_2_ket_o,p3_3_lam_tiep,p3_4_hoi_lai,p3_5_cau_go,p3_6_hieu_chua,p3_7_kho_chiu,p3_8_xac_nhan,w1_cam_ket,w1_lien_he,quote_ngan,ghi_chu
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
